"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 20 23:08:24 GMT 2022","Tue Dec 20 23:08:24 GMT 2022","351","","behave","","","","climate sensor",""
"passed","Tue Dec 20 23:08:35 GMT 2022","Tue Dec 20 23:08:35 GMT 2022","354","","behave","","","","set light brightness",""
"passed","Tue Dec 20 23:09:28 GMT 2022","Tue Dec 20 23:09:38 GMT 2022","10308","","behave","","","","show image of missing entity",""
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","2","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Tue Dec 20 23:08:26 GMT 2022","Tue Dec 20 23:08:34 GMT 2022","8308","","behave","","","","turn off switch",""
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Dec 20 23:09:06 GMT 2022","Tue Dec 20 23:09:17 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.3 where is skill conflict",""
"passed","Tue Dec 20 23:08:25 GMT 2022","Tue Dec 20 23:08:26 GMT 2022","633","","behave","","","","toggle on switch",""
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Tue Dec 20 23:08:45 GMT 2022","Tue Dec 20 23:08:46 GMT 2022","722","","behave","","","","tracker",""
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Tue Dec 20 23:08:44 GMT 2022","Tue Dec 20 23:08:45 GMT 2022","669","","behave","","","","read light state",""
"passed","Tue Dec 20 23:09:27 GMT 2022","Tue Dec 20 23:09:28 GMT 2022","349","","behave","","","","add item",""
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Tue Dec 20 23:08:34 GMT 2022","Tue Dec 20 23:08:35 GMT 2022","743","","behave","","","","turn on light",""
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","5","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Tue Dec 20 23:09:17 GMT 2022","Tue Dec 20 23:09:27 GMT 2022","10304","","behave","","","","where is skill conflict -- @1.4 where is skill conflict",""
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Tue Dec 20 23:08:56 GMT 2022","Tue Dec 20 23:09:06 GMT 2022","10309","","behave","","","","where is skill conflict -- @1.2 where is skill conflict",""
"passed","Tue Dec 20 23:08:35 GMT 2022","Tue Dec 20 23:08:36 GMT 2022","379","","behave","","","","increase light brightness",""
"passed","Tue Dec 20 23:08:37 GMT 2022","Tue Dec 20 23:08:38 GMT 2022","1039","","behave","","","","triger automation",""
"passed","Tue Dec 20 23:08:36 GMT 2022","Tue Dec 20 23:08:36 GMT 2022","554","","behave","","","","decrease light brightness",""
"passed","Tue Dec 20 23:08:36 GMT 2022","Tue Dec 20 23:08:37 GMT 2022","759","","behave","","","","turn off light",""
"passed","Tue Dec 20 23:08:25 GMT 2022","Tue Dec 20 23:08:25 GMT 2022","392","","behave","","","","toggle off switch",""
"passed","Tue Dec 20 23:08:38 GMT 2022","Tue Dec 20 23:08:44 GMT 2022","6545","","behave","","","","triger script",""
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","3","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Tue Dec 20 23:09:27 GMT 2022","Tue Dec 20 23:09:27 GMT 2022","359","","behave","","","","set climate temperature",""
"passed","Tue Dec 20 23:08:46 GMT 2022","Tue Dec 20 23:08:56 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.1 where is skill conflict",""
"passed","Tue Dec 20 23:09:38 GMT 2022","Tue Dec 20 23:09:39 GMT 2022","390","","behave","","","","show image",""
"passed","Tue Dec 20 23:08:23 GMT 2022","Tue Dec 20 23:08:24 GMT 2022","1370","","behave","","","","default sensor",""
"passed","Tue Dec 20 23:08:24 GMT 2022","Tue Dec 20 23:08:25 GMT 2022","389","","behave","","","","turn on switch",""
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Tue Dec 20 23:08:19 GMT 2022","Tue Dec 20 23:08:19 GMT 2022","28","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
