"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 11 21:48:40 GMT 2023","Wed Jan 11 21:48:41 GMT 2023","670","","behave","","","","increase light brightness",""
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","0","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Wed Jan 11 21:48:42 GMT 2023","Wed Jan 11 21:48:45 GMT 2023","2942","","behave","","","","triger automation",""
"passed","Wed Jan 11 21:48:29 GMT 2023","Wed Jan 11 21:48:29 GMT 2023","346","","behave","","","","climate sensor",""
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","0","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Wed Jan 11 21:48:28 GMT 2023","Wed Jan 11 21:48:29 GMT 2023","1226","","behave","","","","default sensor",""
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Wed Jan 11 21:48:30 GMT 2023","Wed Jan 11 21:48:30 GMT 2023","391","","behave","","","","toggle off switch",""
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Wed Jan 11 21:49:12 GMT 2023","Wed Jan 11 21:49:22 GMT 2023","10302","","behave","","","","where is skill conflict -- @1.3 where is skill conflict",""
"passed","Wed Jan 11 21:49:22 GMT 2023","Wed Jan 11 21:49:32 GMT 2023","10303","","behave","","","","where is skill conflict -- @1.4 where is skill conflict",""
"passed","Wed Jan 11 21:49:43 GMT 2023","Wed Jan 11 21:49:44 GMT 2023","389","","behave","","","","show image",""
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Wed Jan 11 21:49:33 GMT 2023","Wed Jan 11 21:49:33 GMT 2023","344","","behave","","","","add item",""
"passed","Wed Jan 11 21:48:39 GMT 2023","Wed Jan 11 21:48:40 GMT 2023","783","","behave","","","","turn on light",""
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Wed Jan 11 21:48:41 GMT 2023","Wed Jan 11 21:48:42 GMT 2023","1021","","behave","","","","turn off light",""
"passed","Wed Jan 11 21:49:33 GMT 2023","Wed Jan 11 21:49:43 GMT 2023","10303","","behave","","","","show image of missing entity",""
"passed","Wed Jan 11 21:48:31 GMT 2023","Wed Jan 11 21:48:39 GMT 2023","7884","","behave","","","","turn off switch",""
"passed","Wed Jan 11 21:48:51 GMT 2023","Wed Jan 11 21:49:01 GMT 2023","10304","","behave","","","","where is skill conflict -- @1.1 where is skill conflict",""
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","26","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","5","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Wed Jan 11 21:49:01 GMT 2023","Wed Jan 11 21:49:12 GMT 2023","10304","","behave","","","","where is skill conflict -- @1.2 where is skill conflict",""
"passed","Wed Jan 11 21:48:30 GMT 2023","Wed Jan 11 21:48:31 GMT 2023","1023","","behave","","","","toggle on switch",""
"passed","Wed Jan 11 21:48:49 GMT 2023","Wed Jan 11 21:48:50 GMT 2023","681","","behave","","","","read light state",""
"passed","Wed Jan 11 21:48:40 GMT 2023","Wed Jan 11 21:48:40 GMT 2023","348","","behave","","","","set light brightness",""
"passed","Wed Jan 11 21:48:29 GMT 2023","Wed Jan 11 21:48:30 GMT 2023","386","","behave","","","","turn on switch",""
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Wed Jan 11 21:48:24 GMT 2023","Wed Jan 11 21:48:24 GMT 2023","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Wed Jan 11 21:48:45 GMT 2023","Wed Jan 11 21:48:49 GMT 2023","4230","","behave","","","","triger script",""
"passed","Wed Jan 11 21:49:32 GMT 2023","Wed Jan 11 21:49:33 GMT 2023","358","","behave","","","","set climate temperature",""
"passed","Wed Jan 11 21:48:50 GMT 2023","Wed Jan 11 21:48:51 GMT 2023","811","","behave","","","","tracker",""
"passed","Wed Jan 11 21:48:41 GMT 2023","Wed Jan 11 21:48:41 GMT 2023","369","","behave","","","","decrease light brightness",""
