"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","25","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Tue Dec 20 22:36:18 GMT 2022","Tue Dec 20 22:36:23 GMT 2022","4778","","behave","","","","set light brightness",""
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Tue Dec 20 22:36:15 GMT 2022","Tue Dec 20 22:36:18 GMT 2022","3157","","behave","","","","turn on light",""
"passed","Tue Dec 20 22:36:24 GMT 2022","Tue Dec 20 22:36:25 GMT 2022","663","","behave","","","","turn off light",""
"passed","Tue Dec 20 22:37:15 GMT 2022","Tue Dec 20 22:37:15 GMT 2022","335","","behave","","","","add item",""
"passed","Tue Dec 20 22:36:24 GMT 2022","Tue Dec 20 22:36:24 GMT 2022","350","","behave","","","","decrease light brightness",""
"passed","Tue Dec 20 22:36:44 GMT 2022","Tue Dec 20 22:36:54 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.2 where is skill conflict",""
"passed","Tue Dec 20 22:36:27 GMT 2022","Tue Dec 20 22:36:33 GMT 2022","6549","","behave","","","","tracker",""
"passed","Tue Dec 20 22:37:26 GMT 2022","Tue Dec 20 22:37:26 GMT 2022","377","","behave","","","","show image",""
"passed","Tue Dec 20 22:36:54 GMT 2022","Tue Dec 20 22:37:04 GMT 2022","10302","","behave","","","","where is skill conflict -- @1.3 where is skill conflict",""
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","4","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Tue Dec 20 22:37:04 GMT 2022","Tue Dec 20 22:37:15 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.4 where is skill conflict",""
"passed","Tue Dec 20 22:36:25 GMT 2022","Tue Dec 20 22:36:26 GMT 2022","659","","behave","","","","triger script",""
"passed","Tue Dec 20 22:37:15 GMT 2022","Tue Dec 20 22:37:15 GMT 2022","349","","behave","","","","set climate temperature",""
"passed","Tue Dec 20 22:36:14 GMT 2022","Tue Dec 20 22:36:14 GMT 2022","386","","behave","","","","toggle on switch",""
"passed","Tue Dec 20 22:36:14 GMT 2022","Tue Dec 20 22:36:15 GMT 2022","1012","","behave","","","","turn off switch",""
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Tue Dec 20 22:36:13 GMT 2022","Tue Dec 20 22:36:14 GMT 2022","386","","behave","","","","toggle off switch",""
"passed","Tue Dec 20 22:37:15 GMT 2022","Tue Dec 20 22:37:26 GMT 2022","10303","","behave","","","","show image of missing entity",""
"passed","Tue Dec 20 22:36:33 GMT 2022","Tue Dec 20 22:36:44 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.1 where is skill conflict",""
"passed","Tue Dec 20 22:36:26 GMT 2022","Tue Dec 20 22:36:27 GMT 2022","1037","","behave","","","","read light state",""
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Tue Dec 20 22:36:13 GMT 2022","Tue Dec 20 22:36:13 GMT 2022","331","","behave","","","","turn on switch",""
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Tue Dec 20 22:36:25 GMT 2022","Tue Dec 20 22:36:25 GMT 2022","366","","behave","","","","triger automation",""
"passed","Tue Dec 20 22:36:12 GMT 2022","Tue Dec 20 22:36:13 GMT 2022","1115","","behave","","","","read sensor",""
"passed","Tue Dec 20 22:36:23 GMT 2022","Tue Dec 20 22:36:24 GMT 2022","683","","behave","","","","increase light brightness",""
"passed","Tue Dec 20 22:36:09 GMT 2022","Tue Dec 20 22:36:09 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
