"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Tue Dec 20 22:47:15 GMT 2022","Tue Dec 20 22:47:15 GMT 2022","341","","behave","","","","add item",""
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Tue Dec 20 22:46:27 GMT 2022","Tue Dec 20 22:46:32 GMT 2022","5530","","behave","","","","read light state",""
"passed","Tue Dec 20 22:46:54 GMT 2022","Tue Dec 20 22:47:04 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.3 where is skill conflict",""
"passed","Tue Dec 20 22:46:11 GMT 2022","Tue Dec 20 22:46:12 GMT 2022","1115","","behave","","","","read sensor",""
"passed","Tue Dec 20 22:46:25 GMT 2022","Tue Dec 20 22:46:26 GMT 2022","1075","","behave","","","","triger automation",""
"passed","Tue Dec 20 22:46:23 GMT 2022","Tue Dec 20 22:46:24 GMT 2022","579","","behave","","","","decrease light brightness",""
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Tue Dec 20 22:46:23 GMT 2022","Tue Dec 20 22:46:23 GMT 2022","379","","behave","","","","increase light brightness",""
"passed","Tue Dec 20 22:46:22 GMT 2022","Tue Dec 20 22:46:23 GMT 2022","401","","behave","","","","set light brightness",""
"passed","Tue Dec 20 22:47:15 GMT 2022","Tue Dec 20 22:47:25 GMT 2022","10302","","behave","","","","show image of missing entity",""
"passed","Tue Dec 20 22:46:16 GMT 2022","Tue Dec 20 22:46:22 GMT 2022","6562","","behave","","","","turn on light",""
"passed","Tue Dec 20 22:46:13 GMT 2022","Tue Dec 20 22:46:13 GMT 2022","635","","behave","","","","toggle on switch",""
"passed","Tue Dec 20 22:46:33 GMT 2022","Tue Dec 20 22:46:44 GMT 2022","10302","","behave","","","","where is skill conflict -- @1.1 where is skill conflict",""
"passed","Tue Dec 20 22:46:12 GMT 2022","Tue Dec 20 22:46:12 GMT 2022","378","","behave","","","","turn on switch",""
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Tue Dec 20 22:47:04 GMT 2022","Tue Dec 20 22:47:14 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.4 where is skill conflict",""
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Dec 20 22:46:44 GMT 2022","Tue Dec 20 22:46:54 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.2 where is skill conflict",""
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","4","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Tue Dec 20 22:46:24 GMT 2022","Tue Dec 20 22:46:25 GMT 2022","776","","behave","","","","turn off light",""
"passed","Tue Dec 20 22:46:32 GMT 2022","Tue Dec 20 22:46:33 GMT 2022","1010","","behave","","","","tracker",""
"passed","Tue Dec 20 22:47:14 GMT 2022","Tue Dec 20 22:47:15 GMT 2022","340","","behave","","","","set climate temperature",""
"passed","Tue Dec 20 22:46:13 GMT 2022","Tue Dec 20 22:46:16 GMT 2022","2422","","behave","","","","turn off switch",""
"passed","Tue Dec 20 22:46:26 GMT 2022","Tue Dec 20 22:46:27 GMT 2022","1019","","behave","","","","triger script",""
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","24","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Tue Dec 20 22:47:25 GMT 2022","Tue Dec 20 22:47:26 GMT 2022","374","","behave","","","","show image",""
"passed","Tue Dec 20 22:46:12 GMT 2022","Tue Dec 20 22:46:13 GMT 2022","384","","behave","","","","toggle off switch",""
"passed","Tue Dec 20 22:46:08 GMT 2022","Tue Dec 20 22:46:08 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
